"INFESTATION_AREA_KEY"	"CREATE_USER_NAME"	"CREATE_TS"	"MZONES_MANAGEMENT_ZONE_KEY"	"INFESTATION_AREA_ID"	"IS_CURRENT_IND"	"LATITUDE_NBR"	"LONGITUDE_NBR"	"INFARA_INFESTATION_AREA_KEY"	"CMC4_COORDINATE_METHOD_ID"	"OIC_OBJECT_OF_INTEREST_ID"	"DC4_DATUM_ID"	"VSC1_VERIFICATION_STATUS_ID"	"COLLECTOR_NAME"	"COLLECTION_DATE"	"VERIFIER_NAME"	"VERIFICATION_DATE"	"MODIFY_USER_NAME"	"MODIFY_TS"
64	"NRTS"	18-MAY-10	1082	"SN-B10-001"	"Y"	27.868681	-80.456677		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
65	"NRTS"	18-MAY-10	473	"FCV-01-001"	"Y"	30.807903	-85.213286		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	02-OCT-17
66	"NRTS"	18-MAY-10	3997	"LJ-10A-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
67	"NRTS"	18-MAY-10	3989	"LJ-05B-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
68	"NRTS"	18-MAY-10	1082	"SN-B10-002"	"Y"	27.5	-80.2		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
69	"NRTS"	18-MAY-10	3616	"HH-H035-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	11-DEC-17
70	"NRTS"	18-MAY-10	1084	"SN-B12-001"	"Y"	27.873812	-80.45692		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
71	"NRTS"	18-MAY-10	1085	"SN-B13-001"	"Y"	27.876629	-80.462479		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
72	"NRTS"	18-MAY-10	3965	"LAM-1D-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
73	"NRTS"	18-MAY-10	1086	"SN-B14-001"	"Y"	27.877196	-80.468262		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
74	"NRTS"	18-MAY-10	1087	"SN-B15-001"	"Y"	27.879347	-80.464875		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
75	"NRTS"	18-MAY-10	474	"FCV-02-001"	"Y"	30.810097	-85.214712		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
76	"NRTS"	18-MAY-10	1088	"SN-B16-001"	"Y"	27.883192	-80.463146		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
77	"NRTS"	18-MAY-10	3624	"HH-H042-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
78	"NRTS"	18-MAY-10	1079	"SN-B07-001"	"Y"	27.86189	-80.456848		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
79	"NRTS"	18-MAY-10	3014	"CP-CC01-001"	"Y"	26.757227	-82.04073		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
80	"NRTS"	18-MAY-10	1077	"SN-B05-001"	"Y"	27.858773	-80.459301		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
81	"NRTS"	18-MAY-10	3627	"HH-H045-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
82	"NRTS"	18-MAY-10	3966	"LAM-1E-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	01-NOV-19
83	"NRTS"	18-MAY-10	1074	"SN-B02-001"	"Y"	27.860889	-80.452759		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"walker_g"	29-MAR-13
84	"NRTS"	18-MAY-10	475	"FCV-03-001"	"Y"	30.811159	-85.213884		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
85	"garner_p"	18-MAY-10	3015	"CP-CC02A-000"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"garner_p"	18-MAY-10	"garner_p"	18-MAY-10	""	
86	"garner_p"	18-MAY-10	3016	"CP-CC02B-000"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"garner_p"	18-MAY-10	"garner_p"	18-MAY-10	""	
87	"NRTS"	18-MAY-10	1074	"SN-B02-002"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"walker_g"	29-MAR-13
88	"garner_p"	18-MAY-10	3017	"CP-CC03-000"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"garner_p"	18-MAY-10	"garner_p"	18-MAY-10	""	
89	"garner_p"	18-MAY-10	3018	"CP-CC04-000"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"garner_p"	18-MAY-10	"garner_p"	18-MAY-10	""	
90	"NRTS"	18-MAY-10	3019	"CP-CC05-001"	"Y"	26.757	-82.06		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
91	"NRTS"	18-MAY-10	3625	"HH-H043-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
92	"NRTS"	18-MAY-10	3020	"CP-CC06-001"	"Y"	26.754448	-82.055968		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
93	"NRTS"	18-MAY-10	3631	"HH-H049-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
94	"NRTS"	18-MAY-10	476	"FCV-04A-001"	"Y"	30.80728	-85.215072		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
95	"NRTS"	18-MAY-10	3964	"LAM-1C-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	01-NOV-19
96	"NRTS"	18-MAY-10	1074	"SN-B02-004"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
97	"NRTS"	18-MAY-10	1075	"SN-B03-001"	"Y"	27.857668	-80.455054		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"walker_g"	29-MAR-13
98	"NRTS"	18-MAY-10	1092	"SN-C06-001"	"Y"	27.834434	-80.434056		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"walker_g"	29-MAR-13
99	"NRTS"	18-MAY-10	3594	"HH-H013-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	09-JUL-21
100	"NRTS"	18-MAY-10	3593	"HH-H012-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
101	"NRTS"	18-MAY-10	3598	"HH-H017-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
102	"NRTS"	18-MAY-10	3596	"HH-H015-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"KAUFMANN_G"	01-JUL-16
103	"NRTS"	18-MAY-10	3596	"HH-H015-002"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"EDWARDS_RS"	17-JUN-22
104	"NRTS"	18-MAY-10	477	"FCV-04B-001"	"Y"	30.809104	-85.218193		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
105	"NRTS"	18-MAY-10	3588	"HH-H007-001"	"Y"	27.477358	-81.556624		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
106	"NRTS"	18-MAY-10	3021	"CP-CC07-001"	"Y"	26.752742	-82.058737		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
107	"NRTS"	18-MAY-10	1091	"SN-C05-001"	"Y"	27.838102	-80.436054		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"walker_g"	29-MAR-13
108	"NRTS"	18-MAY-10	3589	"HH-H008-001"	"Y"	27.472576	-81.552983		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	11-DEC-17
109	"NRTS"	18-MAY-10	1091	"SN-C05-002"	"Y"	27.50396	-80.26235		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
110	"NRTS"	18-MAY-10	3592	"HH-H011-001"	"Y"	27.47874	-81.542838		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
111	"NRTS"	18-MAY-10	3022	"CP-CC08A-001"	"Y"	26.748542	-82.05918		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
112	"NRTS"	18-MAY-10	1197	"SN-C04-001"	"Y"	27.843464	-80.438906		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
113	"NRTS"	18-MAY-10	1196	"SN-C03-001"	"Y"	27.847929	-80.44132		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
114	"NRTS"	18-MAY-10	3587	"HH-H006-001"	"Y"	27.471608	-81.557628		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	11-DEC-17
115	"NRTS"	18-MAY-10	1090	"SN-C02-001"	"Y"	27.852418	-80.443652		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
116	"NRTS"	18-MAY-10	3644	"HH-H062-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	11-DEC-17
117	"NRTS"	18-MAY-10	1089	"SN-C01-001"	"Y"	27.857238	-80.446196		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
118	"NRTS"	18-MAY-10	1097	"SN-D04-001"	"Y"	27.856572	-80.450027		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
119	"NRTS"	18-MAY-10	1097	"SN-D04-002"	"Y"	27.51372	-80.27005		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
120	"NRTS"	18-MAY-10	1095	"SN-D02-001"	"Y"	27.857063	-80.448123		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
121	"NRTS"	18-MAY-10	1095	"SN-D02-002"	"Y"	27.51354	-80.26862		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
122	"garner_p"	18-MAY-10	3027	"CP-CC10C-000"	"Y"	26.743854	-82.057012		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"garner_p"	18-MAY-10	"garner_p"	18-MAY-10	""	
123	"NRTS"	18-MAY-10	3023	"CP-CC08B-001"	"Y"	26.75107	-82.056108		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
124	"NRTS"	18-MAY-10	1095	"SN-D02-003"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
125	"NRTS"	18-MAY-10	1094	"SN-D01-001"	"N"	27.851537	-80.452839		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	14-JAN-20
126	"NRTS"	18-MAY-10	1096	"SN-D03-001"	"N"	27.849188	-80.45532		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	"MULVEY_G"	14-JAN-20
127	"NRTS"	18-MAY-10	1095	"SN-D02-004"	"Y"	27.51377	-80.26		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
128	"NRTS"	18-MAY-10	1072	"SN-A06-001"	"Y"	27.883192	-80.459951		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
129	"NRTS"	18-MAY-10	1077	"SN-B05-002"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
130	"NRTS"	18-MAY-10	1071	"SN-A05-001"	"Y"	27.863152	-80.44949		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
131	"NRTS"	18-MAY-10	1069	"SN-A03-001"	"Y"	27.865303	-80.44955		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
132	"NRTS"	18-MAY-10	1069	"SN-A03-002"	"Y"	27.51862	-80.26971		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
133	"NRTS"	18-MAY-10	478	"FCV-05-001"	"Y"	30.811409	-85.220329		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
134	"NRTS"	18-MAY-10	479	"FCV-06-001"	"Y"	30.809425	-85.223551		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
135	"NRTS"	18-MAY-10	480	"FCV-07-001"	"Y"	30.812015	-85.222485		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
136	"NRTS"	18-MAY-10	1172	"WS-PP1-002"	"Y"	28.7691	-81.53964		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
137	"NRTS"	18-MAY-10	481	"FCV-08-001"	"Y"	30.814545	-85.223129		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	18-MAY-10	"NRTS"	18-MAY-10	""	
283	"NRTS"	19-MAY-10	3110	"CP-PC02B-001"	"Y"	26.988	-82.198		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
284	"NRTS"	19-MAY-10	1487	"JP-03-002"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
285	"NRTS"	19-MAY-10	1487	"JP-03-003"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
286	"NRTS"	19-MAY-10	5322	"WS-11-001"	"Y"	28.71212	-81.47886		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
287	"NRTS"	19-MAY-10	522	"HB-B-001"	"Y"	30.383959	-86.453543		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
288	"NRTS"	19-MAY-10	1488	"JP-04-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
289	"NRTS"	19-MAY-10	5356	"WS-45-001"	"Y"	28.72377	-81.47338		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
290	"NRTS"	19-MAY-10	5330	"WS-16-001"	"Y"	28.7158	-81.4856		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
291	"NRTS"	19-MAY-10	492	"FCV-19-001"	"Y"	30.817806	-85.243312		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
292	"NRTS"	19-MAY-10	3111	"CP-PC02C-001"	"Y"	26.984	-82.197		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
293	"Wallace_R"	19-MAY-10	523	"HB-C-000"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"Wallace_R"	19-MAY-10	"Wallace_R"	19-MAY-10	""	
294	"Wallace_R"	19-MAY-10	524	"HB-D-000"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"Wallace_R"	19-MAY-10	"Wallace_R"	19-MAY-10	""	
295	"NRTS"	19-MAY-10	5330	"WS-16-002"	"Y"	28.7168	-81.48808		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
296	"Wallace_R"	19-MAY-10	525	"HB-E-000"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"Wallace_R"	19-MAY-10	"Wallace_R"	19-MAY-10	""	
297	"NRTS"	19-MAY-10	3112	"CP-PC02D-001"	"Y"	26.985	-82.194		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
298	"NRTS"	19-MAY-10	1489	"JP-05-001"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
299	"NRTS"	19-MAY-10	5311	"WS-03-001"	"Y"	28.71289	-81.4645		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
300	"duquesnel_j"	19-MAY-10	1654	"WDK-4-000"	"Y"	24.948835	-80.598433		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
301	"NRTS"	19-MAY-10	5311	"WS-03-002"	"Y"	28.710281	-81.467271		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
302	"NRTS"	19-MAY-10	5311	"WS-03-003"	"Y"	28.71012	-81.47185		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
303	"NRTS"	19-MAY-10	3023	"CP-CC08B-002"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
304	"NRTS"	19-MAY-10	3023	"CP-CC08B-003"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
305	"NRTS"	19-MAY-10	5311	"WS-03-004"	"Y"	28.71216	-81.46511		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
306	"NRTS"	19-MAY-10	1490	"JP-06-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
307	"NRTS"	19-MAY-10	1653	"WDK-3-002"	"Y"	24.95018	-80.594616		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
308	"NRTS"	19-MAY-10	3023	"CP-CC08B-004"	"Y"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
309	"NRTS"	19-MAY-10	5311	"WS-03-005"	"Y"	28.711243	-81.465633		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
310	"NRTS"	19-MAY-10	5311	"WS-03-006"	"Y"	28.709562	-81.46822		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
311	"duquesnel_j"	19-MAY-10	1637	"SPA-1-000"	"Y"	24.863779	-80.680113		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
312	"duquesnel_j"	19-MAY-10	1638	"SPA-2-000"	"Y"	24.860306	-80.679241		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
313	"NRTS"	19-MAY-10	5311	"WS-03-007"	"Y"	28.70967	-81.4702		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
314	"duquesnel_j"	19-MAY-10	1468	"IK-3-000"	"Y"	24.881919	-80.68034		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
315	"NRTS"	19-MAY-10	1466	"IK-1-001"	"Y"	24.878389	-80.677141		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
316	"NRTS"	19-MAY-10	3024	"CP-CC09-001"	"Y"	26.744	-82.055		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
317	"NRTS"	19-MAY-10	1657	"WS-04A-001"	"Y"	28.7079	-81.47237		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
318	"NRTS"	19-MAY-10	1503	"JP-19-001"	"N"				"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	"KAUFMANN_G"	06-JUL-16
319	"NRTS"	19-MAY-10	1657	"WS-04A-002"	"Y"	28.70728	-81.47233		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
320	"NRTS"	19-MAY-10	1657	"WS-04A-003"	"Y"	28.707099	-81.473742		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
321	"duquesnel_j"	19-MAY-10	1469	"IK-4-000"	"Y"	24.904652	-80.646952		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
322	"NRTS"	19-MAY-10	3414	"FCV-20-001"	"Y"	30.813449	-85.247638		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
323	"NRTS"	19-MAY-10	1467	"IK-2-001"	"Y"	24.905645	-80.647463		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
324	"NRTS"	19-MAY-10	3025	"CP-CC10A-001"	"Y"	26.742147	-82.060488		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
325	"NRTS"	19-MAY-10	3026	"CP-CC10B-001"	"Y"	26.741756	-82.056098		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
326	"NRTS"	19-MAY-10	1561	"LVK-01-001"	"Y"	24.90343	-80.699208		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
327	"duquesnel_j"	19-MAY-10	1563	"LVK-03-000"	"Y"	24.899498	-80.702167		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
328	"duquesnel_j"	19-MAY-10	1567	"LVK-07-000"	"Y"	24.903592	-80.684517		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
329	"Guarracino_M"	19-MAY-10	3029	"CP-CC11C-000"	"Y"	26.739141	-82.061779		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"Guarracino_M"	19-MAY-10	"Guarracino_M"	19-MAY-10	""	
330	"duquesnel_j"	19-MAY-10	1569	"LVK-09-000"	"Y"	24.923071	-80.665817		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"duquesnel_j"	19-MAY-10	"duquesnel_j"	19-MAY-10	""	
331	"NRTS"	19-MAY-10	1161	"WS-48-001"	"Y"	28.7136	-81.4882		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
332	"NRTS"	19-MAY-10	1562	"LVK-02-001"	"Y"	24.902936	-80.695518		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"NRTS"	19-MAY-10	"NRTS"	19-MAY-10	""	
333	"Guarracino_M"	19-MAY-10	3030	"CP-CC11D-000"	"Y"	26.739529	-82.059758		"UNKN"	"PIEP"	"NAD83"	"REVIEWED"	"Guarracino_M"	19-MAY-10	"Guarracino_M"	19-MAY-10	""	
